,category_code,status,founded_at,country_code,funding_rounds,funding_total_usd,milestones,relationships,lat,lng
2603,consulting,1,2009,USA,5.0,125371133.0,1.0,1.0,37.540724600000004,-77.4360481
2619,software,2,1985,USA,5.0,125371133.0,3.0,26.0,41.8781136,-87.62979820000001
2621,advertising,1,2007,USA,5.0,125371133.0,2.0,2.0,40.2968979,-111.69464750000002
2622,ecommerce,1,2008,other,5.0,125371133.0,1.0,2.0,36.797284000000005,-119.853706
2624,advertising,1,2001,other,5.0,125371133.0,1.0,2.0,22.396428,114.10949699999999
2627,web,1,2006,USA,5.0,125371133.0,1.0,1.0,38.908212400000004,-77.04514559999998
2631,web,3,2007,other,5.0,125371133.0,1.0,3.0,60.16985570000001,24.938379100000002
2634,software,1,2002,GBR,5.0,125371133.0,1.0,8.0,42.525656299999994,-71.09528909999999
2635,web,1,2008,FRA,5.0,125371133.0,2.0,2.0,48.856614,2.3522218999999995
2636,software,1,2007,other,5.0,125371133.0,1.0,3.0,50.8719066,4.2500012
2639,software,1,2008,FRA,5.0,125371133.0,1.0,4.0,48.856614,2.3522218999999995
2640,software,1,2006,IND,5.0,125371133.0,1.0,2.0,12.9715987,77.5945627
2643,software,1,2003,IND,5.0,125371133.0,1.0,2.0,28.459496500000004,77.02663829999999
2651,mobile,2,2007,USA,5.0,125371133.0,2.0,1.0,45.523062200000005,-122.6764815
2653,consulting,1,2006,other,5.0,125371133.0,1.0,1.0,45.464203499999996,9.189982
2654,advertising,1,2004,GBR,5.0,125371133.0,1.0,2.0,50.81787,-0.372882
2657,mobile,1,2003,USA,4.0,39790000.0,1.0,3.0,35.408337200000005,-78.7394297
2659,public_relations,1,2001,USA,5.0,125371133.0,1.0,3.0,33.494170399999994,-111.9260519
2661,games_video,3,2007,USA,5.0,125371133.0,1.0,4.0,34.0522342,-118.24368490000002
2663,enterprise,1,2010,ISR,5.0,125371133.0,1.0,3.0,31.932111,34.801327
2669,web,1,2008,USA,5.0,125371133.0,1.0,1.0,39.5807452,-104.87717260000001
2675,other,1,2008,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
2677,other,1,1994,USA,5.0,125371133.0,1.0,1.0,33.884736100000005,-118.41090890000001
2678,mobile,1,2001,other,5.0,125371133.0,1.0,2.0,25.0114095,121.4618415
2688,games_video,1,2008,other,5.0,125371133.0,1.0,5.0,51.0543422,3.7174242999999993
2689,network_hosting,1,2008,IRL,5.0,125371133.0,1.0,3.0,53.34980529999999,-6.2603097000000005
2695,other,1,2012,other,5.0,125371133.0,1.0,1.0,22.396428,114.10949699999999
2703,enterprise,1,2007,USA,5.0,125371133.0,1.0,6.0,47.6101497,-122.2015159
2719,games_video,1,1996,NLD,5.0,125371133.0,1.0,1.0,52.3702157,4.895167900000001
2721,consulting,1,2005,USA,5.0,125371133.0,1.0,4.0,26.7153424,-80.0533746
2724,ecommerce,1,2011,USA,5.0,125371133.0,1.0,1.0,40.7127753,-74.0059728
2725,consulting,1,2004,ESP,5.0,125371133.0,1.0,1.0,28.521771700000002,-81.4634578
2734,software,1,1999,other,5.0,125371133.0,2.0,2.0,51.0432117,3.7592682
2738,other,1,2011,GBR,5.0,125371133.0,1.0,1.0,51.454513,-2.58791
2742,software,1,2000,other,5.0,125371133.0,1.0,2.0,60.451812600000004,22.266630199999998
2744,games_video,1,2006,IRL,5.0,125371133.0,1.0,1.0,53.34980529999999,-6.2603097000000005
2746,web,1,2007,USA,5.0,125371133.0,1.0,1.0,36.7682088,-76.2874927
2760,games_video,1,2008,USA,5.0,125371133.0,1.0,2.0,25.7616798,-80.1917902
2761,web,1,1997,USA,5.0,125371133.0,1.0,2.0,32.8213143,-96.7855344
2765,consulting,1,2001,USA,8.0,91953325.0,2.0,17.0,42.5584218,-71.2689461
2774,consulting,1,2001,USA,5.0,125371133.0,1.0,3.0,44.977753,-93.2650108
2788,public_relations,1,1996,DEU,5.0,125371133.0,1.0,5.0,52.5200066,13.404954
2799,other,1,2007,other,5.0,125371133.0,1.0,4.0,37.9838096,23.7275388
2802,software,1,2004,AUS,5.0,125371133.0,1.0,1.0,-37.813627600000004,144.96305759999998
2810,ecommerce,1,2003,USA,5.0,125371133.0,1.0,2.0,44.977753,-93.2650108
2820,consulting,1,2007,USA,5.0,125371133.0,1.0,1.0,43.083130100000005,-73.7845651
2821,other,1,2009,USA,5.0,125371133.0,2.0,2.0,40.812017100000006,-74.1243063
2824,ecommerce,1,2002,USA,5.0,125371133.0,1.0,3.0,37.7749295,-122.4194155
2825,software,1,1998,USA,5.0,125371133.0,1.0,3.0,32.715738,-117.1610838
2827,network_hosting,1,2007,FRA,5.0,125371133.0,1.0,4.0,48.856614,2.3522218999999995
2830,web,1,2006,USA,5.0,125371133.0,1.0,4.0,30.267153000000004,-97.7430608
2836,advertising,1,1987,USA,5.0,125371133.0,1.0,4.0,41.8500302,-87.9645077
2839,consulting,1,2004,USA,5.0,125371133.0,1.0,3.0,28.5383355,-81.3792365
2840,web,1,2004,IND,5.0,125371133.0,1.0,1.0,13.0826802,80.2707184
2843,public_relations,1,2008,NLD,5.0,125371133.0,1.0,1.0,52.07049779999999,4.300699900000001
2845,advertising,1,2008,ESP,5.0,125371133.0,1.0,2.0,41.3850639,2.1734035
2849,public_relations,1,2006,CAN,5.0,125371133.0,1.0,3.0,49.282729100000005,-123.1207375
2853,other,1,2000,USA,5.0,125371133.0,1.0,4.0,40.440624799999995,-79.9958864
2860,other,1,2011,CAN,5.0,125371133.0,1.0,2.0,45.5016889,-73.567256
2861,web,1,2004,GBR,5.0,125371133.0,3.0,4.0,51.5073509,-0.12775830000000002
2865,advertising,1,2010,USA,5.0,125371133.0,1.0,2.0,35.2270869,-80.8431267
2868,advertising,1,1999,other,5.0,125371133.0,1.0,1.0,35.6894875,139.69170640000002
2884,enterprise,1,1999,USA,5.0,125371133.0,1.0,13.0,40.7127753,-74.0059728
2886,ecommerce,1,2003,USA,5.0,125371133.0,1.0,2.0,32.715738,-117.1610838
2904,web,1,2008,other,5.0,125371133.0,1.0,2.0,3.1390029999999998,101.68685500000001
2905,software,1,2008,CAN,5.0,125371133.0,1.0,4.0,43.653226000000004,-79.3831843
2906,consulting,1,2001,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
2916,web,1,2008,USA,5.0,125371133.0,1.0,2.0,45.523062200000005,-122.6764815
2921,enterprise,1,2006,IND,5.0,125371133.0,1.0,2.0,22.7195687,75.8577258
2923,enterprise,1,1984,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.12775830000000002
2925,advertising,1,2011,FRA,5.0,125371133.0,1.0,1.0,43.440076,3.14372
2932,web,2,2007,IND,5.0,125371133.0,1.0,5.0,12.9715987,77.5945627
2933,web,1,2008,other,5.0,125371133.0,1.0,1.0,34.7375965,135.34156430000002
2947,software,1,2005,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.12775830000000002
2948,other,1,2001,USA,9.0,50403882.0,3.0,14.0,38.6270025,-90.1994042
2949,software,1,2001,other,5.0,125371133.0,1.0,36.0,55.676096799999996,12.568337199999998
2952,software,1,1998,GBR,5.0,125371133.0,2.0,4.0,51.5073509,-0.12775830000000002
2959,enterprise,1,2006,USA,6.0,69800000.0,7.0,18.0,37.3860517,-122.08385109999999
2962,software,1,2011,USA,5.0,125371133.0,1.0,4.0,40.7127753,-74.0059728
2963,web,1,2011,USA,5.0,125371133.0,1.0,2.0,30.267153000000004,-97.7430608
2964,software,1,2003,USA,5.0,125371133.0,1.0,3.0,42.975268,-72.52172370000001
2969,web,1,2008,other,5.0,125371133.0,1.0,2.0,47.497912,19.040235
2971,other,4,2006,USA,8.0,1160166511.0,6.0,162.0,37.7749295,-122.4194155
2972,web,3,2006,USA,5.0,125371133.0,3.0,2.0,34.0522342,-118.24368490000002
2973,software,1,2005,other,5.0,125371133.0,1.0,1.0,55.794614,12.461796000000001
2974,search,1,2008,USA,5.0,125371133.0,3.0,3.0,33.6845673,-117.82650490000002
2975,games_video,1,2006,USA,5.0,125371133.0,2.0,4.0,41.2799027,-72.8141185
2986,ecommerce,1,2011,other,5.0,125371133.0,1.0,4.0,45.7929293,9.4133265
2987,web,1,2006,IND,5.0,125371133.0,1.0,6.0,12.9715987,77.5945627
2989,public_relations,1,2011,USA,5.0,125371133.0,1.0,3.0,40.6781784,-73.94415790000001
2990,hardware,4,1980,USA,5.0,125371133.0,2.0,51.0,37.548269700000006,-121.98857190000001
3000,software,2,2005,USA,5.0,125371133.0,1.0,6.0,37.368829999999996,-122.03634960000001
3006,public_relations,1,2008,CAN,5.0,125371133.0,1.0,1.0,49.282729100000005,-123.1207375
3007,mobile,1,2003,CAN,5.0,125371133.0,1.0,1.0,49.284910700000005,-122.86775619999999
3009,other,1,1957,USA,5.0,125371133.0,1.0,1.0,38.6270025,-90.1994042
3023,software,1,2007,USA,5.0,125371133.0,1.0,2.0,32.715738,-117.1610838
3027,software,1,2007,DEU,5.0,125371133.0,2.0,2.0,52.5200066,13.404954
3035,advertising,2,2006,DEU,5.0,125371133.0,1.0,6.0,52.5200066,13.404954
3038,other,1,2011,GBR,5.0,125371133.0,1.0,6.0,52.95478320000001,-1.1581086
3040,software,1,2003,other,5.0,125371133.0,1.0,5.0,55.883514,12.5049241
3042,web,1,2005,USA,5.0,125371133.0,2.0,1.0,47.6062095,-122.33207079999998
3045,software,2,2006,USA,5.0,125371133.0,2.0,7.0,40.7127753,-74.0059728
3048,mobile,1,2011,USA,5.0,125371133.0,1.0,4.0,41.8781136,-87.62979820000001
3050,network_hosting,1,2003,USA,5.0,125371133.0,1.0,2.0,36.7098335,-81.97734820000001
3055,ecommerce,1,2003,other,5.0,125371133.0,5.0,21.0,30.274084000000002,120.15507
3056,games_video,1,2007,USA,5.0,125371133.0,1.0,7.0,34.073620399999996,-118.40035630000001
3058,other,1,2001,USA,5.0,125371133.0,2.0,1.0,32.715738,-117.1610838
3063,public_relations,1,2006,CAN,5.0,125371133.0,1.0,1.0,45.42152960000001,-75.69719309999999
3064,software,1,2005,USA,4.0,49860000.0,3.0,13.0,37.354107899999995,-121.9552356
3067,web,1,2005,USA,5.0,125371133.0,1.0,3.0,40.4539828,-75.8179764
3081,advertising,1,2004,other,5.0,125371133.0,3.0,24.0,30.274084000000002,120.15507
3083,public_relations,1,2008,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.12775830000000002
3084,web,1,2007,DEU,5.0,125371133.0,1.0,2.0,52.5200066,13.404954
3086,software,1,2007,AUS,5.0,125371133.0,1.0,2.0,-37.813627600000004,144.96305759999998
3088,software,2,1998,USA,5.0,125371133.0,1.0,3.0,32.7554883,-97.3307658
3095,hardware,1,1994,USA,5.0,125371133.0,1.0,1.0,38.8813958,-94.8191285
3099,software,1,2006,USA,5.0,125371133.0,1.0,5.0,36.9741171,-122.0307963
3102,other,1,1996,USA,5.0,125371133.0,1.0,2.0,45.5870631,-122.3995363
3104,other,3,2005,USA,8.0,211403000.0,2.0,6.0,37.338208200000004,-121.88632859999998
3108,games_video,1,1997,USA,5.0,125371133.0,3.0,9.0,34.1533395,-118.7616764
3110,biotech,2,1986,USA,5.0,125371133.0,2.0,3.0,47.76095,-122.20558840000001
3119,web,1,1999,other,5.0,125371133.0,1.0,2.0,55.676096799999996,12.568337199999998
3122,web,1,2000,USA,5.0,125371133.0,2.0,3.0,47.6062095,-122.33207079999998
3123,consulting,1,2002,USA,5.0,125371133.0,1.0,1.0,50.9097004,-1.4043508999999998
3124,public_relations,1,1975,AUS,5.0,125371133.0,3.0,16.0,-37.813627600000004,144.96305759999998
3130,consulting,1,2002,CAN,5.0,125371133.0,1.0,1.0,43.653226000000004,-79.3831843
3135,network_hosting,3,2004,USA,4.0,30000000.0,2.0,7.0,47.6062095,-122.33207079999998
3140,web,1,2004,other,5.0,125371133.0,1.0,3.0,-33.9248685,18.424055300000003
3142,mobile,1,2007,other,5.0,125371133.0,1.0,2.0,60.16985570000001,24.938379100000002
3143,network_hosting,1,2007,USA,5.0,125371133.0,1.0,1.0,37.338208200000004,-121.88632859999998
3144,software,1,2011,USA,5.0,125371133.0,1.0,2.0,47.616268299999994,-122.0355736
3145,network_hosting,1,2005,other,5.0,125371133.0,1.0,5.0,39.9333635,32.859741899999996
3146,other,1,2005,USA,5.0,40300000.0,1.0,7.0,37.3860517,-122.08385109999999
3147,web,1,2004,USA,5.0,125371133.0,1.0,6.0,40.116420399999996,-88.2433829
3149,enterprise,1,2007,USA,5.0,125371133.0,1.0,2.0,25.7616798,-80.1917902
3155,other,1,2005,USA,5.0,125371133.0,1.0,4.0,39.768403,-86.158068
3158,web,1,2011,ESP,5.0,125371133.0,1.0,1.0,41.46011,2.0543668
3165,consulting,1,2008,NLD,5.0,125371133.0,1.0,3.0,51.9244201,4.4777325999999995
3174,web,1,2008,CAN,5.0,125371133.0,1.0,1.0,44.3893556,-79.6903316
3176,web,1,2006,other,5.0,125371133.0,1.0,1.0,56.210434,15.2760229
3177,other,1,2008,other,5.0,125371133.0,1.0,1.0,35.6894875,139.69170640000002
3178,ecommerce,1,2007,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
3183,web,2,1998,USA,5.0,125371133.0,2.0,16.0,34.0900091,-118.3617443
3190,games_video,1,2005,FRA,5.0,125371133.0,1.0,9.0,45.79681,4.842426000000001
3198,other,2,2007,CAN,5.0,125371133.0,1.0,2.0,45.5016889,-73.567256
3205,public_relations,1,2006,AUS,5.0,125371133.0,1.0,1.0,-33.8688197,151.2092955
3209,software,1,2010,GBR,5.0,125371133.0,2.0,1.0,36.7098335,-81.97734820000001
3210,software,2,2000,USA,7.0,238209999.0,3.0,29.0,39.768403,-86.158068
3222,software,1,1995,USA,5.0,125371133.0,1.0,3.0,39.768403,-86.158068
3224,biotech,4,1985,USA,5.0,125371133.0,2.0,14.0,42.4906231,-71.27600890000001
3227,other,1,1948,USA,5.0,125371133.0,1.0,2.0,42.360082500000004,-71.0588801
3232,advertising,1,2007,USA,5.0,125371133.0,1.0,7.0,42.3875968,-71.0994968
3233,games_video,1,2007,USA,5.0,125371133.0,2.0,2.0,40.7127753,-74.0059728
3246,software,1,1992,USA,5.0,125371133.0,1.0,3.0,47.6062095,-122.33207079999998
3247,software,1,2001,other,5.0,125371133.0,1.0,2.0,30.0444196,31.235711600000005
3249,ecommerce,1,2010,USA,5.0,125371133.0,1.0,2.0,40.564978100000005,-111.8389726
3250,enterprise,1,2007,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.12775830000000002
3251,advertising,1,2010,USA,5.0,125371133.0,1.0,1.0,25.7616798,-80.1917902
3252,other,1,2008,USA,5.0,125371133.0,1.0,1.0,29.9510658,-90.0715323
3261,public_relations,1,1954,USA,5.0,125371133.0,2.0,3.0,37.7749295,-122.4194155
3267,web,1,2007,USA,5.0,125371133.0,1.0,4.0,52.205337,0.12181700000000001
3273,web,1,2000,other,5.0,125371133.0,1.0,1.0,47.312434700000004,8.527045900000001
3274,hardware,1,2006,USA,5.0,125371133.0,1.0,2.0,37.7249296,-122.1560768
3277,web,1,2007,USA,5.0,125371133.0,1.0,3.0,34.0522342,-118.24368490000002
3283,web,1,2007,USA,5.0,125371133.0,1.0,3.0,34.0522342,-118.24368490000002
3284,web,1,2008,USA,5.0,125371133.0,1.0,1.0,38.7430645,-94.8255166
3286,software,1,2011,GBR,5.0,125371133.0,1.0,1.0,39.9829946,-104.8003438
3290,advertising,2,2006,USA,7.0,29915001.0,5.0,18.0,40.7127753,-74.0059728
3291,consulting,1,2008,IND,5.0,125371133.0,1.0,2.0,19.0759837,72.87765590000001
3295,public_relations,2,2008,USA,5.0,125371133.0,2.0,5.0,37.368829999999996,-122.03634960000001
3298,games_video,1,2001,USA,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728
3299,advertising,1,2008,USA,5.0,125371133.0,1.0,1.0,44.977753,-93.2650108
3300,other,1,2007,USA,5.0,125371133.0,1.0,5.0,33.7454725,-117.867653
3307,ecommerce,1,2005,AUS,5.0,125371133.0,1.0,2.0,-31.2532183,146.921099
3313,software,1,2008,USA,5.0,125371133.0,1.0,7.0,40.7127753,-74.0059728
3314,advertising,1,2003,USA,5.0,125371133.0,1.0,1.0,40.7127753,-74.0059728
3318,public_relations,1,2008,USA,5.0,125371133.0,1.0,5.0,37.562991700000005,-122.32552539999999
3323,advertising,1,1996,USA,5.0,125371133.0,1.0,2.0,40.851774600000006,14.268124400000001
3338,enterprise,1,2008,USA,5.0,141000000.0,3.0,30.0,37.441883399999995,-122.14301950000001
3339,web,1,2012,USA,5.0,125371133.0,2.0,2.0,32.7766642,-96.7969879
3349,web,1,2006,AUS,5.0,125371133.0,1.0,2.0,-37.813627600000004,144.96305759999998
3351,games_video,1,2008,USA,4.0,59500000.0,3.0,16.0,37.7749295,-122.4194155
3356,web,1,2010,USA,5.0,125371133.0,1.0,4.0,40.7127753,-74.0059728
3365,software,1,2000,IND,5.0,125371133.0,2.0,4.0,13.0826802,80.2707184
3372,network_hosting,1,2008,other,5.0,125371133.0,1.0,1.0,41.0082376,28.978358899999996
3374,other,1,2005,USA,5.0,125371133.0,3.0,22.0,47.751074100000004,-120.7401385
3375,software,1,2007,USA,5.0,125371133.0,2.0,3.0,30.1635028,-96.37778320000001
3376,software,1,2007,IND,5.0,125371133.0,1.0,2.0,28.6691565,77.45375779999999
3378,ecommerce,1,2006,DEU,5.0,125371133.0,1.0,1.0,50.078218400000004,8.239760799999999
3379,software,2,2000,USA,5.0,125371133.0,2.0,5.0,52.205337,0.12181700000000001
3382,enterprise,1,2008,USA,7.0,34379578.0,3.0,18.0,37.7749295,-122.4194155
3383,web,1,2011,USA,5.0,125371133.0,3.0,4.0,47.6062095,-122.33207079999998
3385,web,1,2007,other,5.0,125371133.0,1.0,1.0,30.274084000000002,120.15507
3388,software,1,2007,other,5.0,125371133.0,1.0,2.0,-34.6036844,-58.381559100000004
3389,other,1,2000,USA,5.0,125371133.0,1.0,34.0,43.6187102,-116.2146068
3390,enterprise,1,2004,USA,6.0,107100000.0,3.0,24.0,37.441883399999995,-122.14301950000001
3392,other,1,1983,USA,5.0,125371133.0,1.0,1.0,54.9966124,-7.308574799999999
3419,software,1,2008,USA,5.0,125371133.0,3.0,2.0,42.360082500000004,-71.0588801
3425,enterprise,2,2006,USA,4.0,33000000.0,5.0,26.0,33.7489954,-84.3879824
3427,enterprise,3,2008,USA,5.0,125371133.0,3.0,2.0,37.4529598,-122.1817252
3432,web,1,1998,USA,5.0,125371133.0,1.0,1.0,42.5835951,-82.8293423
3442,web,1,2007,other,5.0,125371133.0,1.0,2.0,-41.286460299999995,174.776236
3446,other,4,2006,USA,13.0,789039992.0,3.0,19.0,37.562991700000005,-122.32552539999999
3447,mobile,2,2010,NLD,5.0,125371133.0,2.0,11.0,52.3702157,4.895167900000001
3462,web,1,1999,IND,5.0,125371133.0,1.0,1.0,13.0826802,80.2707184
3466,software,1,2004,GBR,5.0,125371133.0,1.0,6.0,51.5073509,-0.12775830000000002
3470,web,2,1998,USA,5.0,125371133.0,2.0,12.0,33.853626899999995,-118.13395630000001
3474,other,1,2011,IND,5.0,125371133.0,1.0,2.0,26.9124336,75.78727090000001
3475,advertising,1,2009,USA,5.0,125371133.0,1.0,1.0,33.7748275,-84.2963123
3477,ecommerce,1,2008,USA,5.0,125371133.0,1.0,2.0,35.7795897,-78.6381787
3484,network_hosting,1,2007,IND,5.0,125371133.0,1.0,1.0,12.9715987,77.5945627
3485,other,1,2010,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.12775830000000002
3486,web,2,2003,USA,5.0,125371133.0,5.0,4.0,37.354107899999995,-121.9552356
3487,software,1,1995,other,5.0,125371133.0,1.0,6.0,47.4703344,19.0597803
3488,web,1,2004,other,5.0,125371133.0,1.0,1.0,6.927078599999999,79.861243
3489,advertising,1,2003,ESP,5.0,125371133.0,1.0,2.0,36.721273700000005,-4.4213987999999995
3491,mobile,1,2011,USA,5.0,125371133.0,1.0,5.0,40.7127753,-74.0059728
3503,web,1,2001,USA,5.0,125371133.0,1.0,5.0,38.8338816,-104.82136340000001
3505,hardware,4,1976,USA,5.0,125371133.0,2.0,6.0,32.948333500000004,-96.72985190000001
3508,software,2,1991,USA,5.0,125371133.0,1.0,12.0,29.7604267,-95.36980279999999
3510,web,1,2006,GBR,5.0,125371133.0,3.0,2.0,50.9097004,-1.4043508999999998
3516,advertising,2,1995,USA,5.0,125371133.0,1.0,34.0,40.7127753,-74.0059728
3518,advertising,1,1999,ISR,5.0,125371133.0,1.0,1.0,32.0852999,34.7817676
3521,web,1,2001,USA,5.0,125371133.0,1.0,1.0,33.6845673,-117.82650490000002
3528,software,1,2011,USA,5.0,125371133.0,1.0,1.0,40.5849232,-79.7209802
3530,enterprise,1,2010,BRA,5.0,125371133.0,1.0,3.0,-23.550519899999998,-46.6333094
3533,web,1,2008,FRA,5.0,125371133.0,1.0,4.0,48.119471999999995,-1.6029229999999999
3540,games_video,1,2005,CAN,5.0,125371133.0,3.0,2.0,45.5016889,-73.567256
3541,enterprise,1,2008,USA,5.0,125371133.0,1.0,1.0,27.950575,-82.4571776
3542,other,1,2004,USA,5.0,125371133.0,1.0,1.0,52.15145820000001,-2.9378762000000003
3543,software,4,1974,USA,5.0,125371133.0,4.0,1189.0,47.6739881,-122.12151200000001
3550,enterprise,1,2011,USA,5.0,125371133.0,2.0,2.0,37.7749295,-122.4194155
3551,software,2,2000,USA,5.0,125371133.0,2.0,5.0,47.6101497,-122.2015159
3558,software,1,2001,USA,5.0,125371133.0,1.0,1.0,41.775304999999996,-87.64164190000001
3565,software,1,2011,USA,5.0,125371133.0,1.0,1.0,29.0258191,-80.9269984
3566,ecommerce,1,2002,USA,5.0,125371133.0,1.0,6.0,34.190162,-118.1313188
3569,advertising,1,2000,USA,5.0,125371133.0,1.0,9.0,42.360082500000004,-71.0588801
3575,software,1,1998,other,5.0,125371133.0,1.0,1.0,32.8031004,130.70789109999998
3583,public_relations,4,2001,USA,5.0,125371133.0,2.0,5.0,29.7604267,-95.36980279999999
3584,network_hosting,1,1986,USA,5.0,125371133.0,1.0,2.0,29.5377315,-95.1182645
3586,network_hosting,1,2005,USA,5.0,125371133.0,1.0,15.0,47.6062095,-122.33207079999998
3587,public_relations,1,1981,USA,5.0,125371133.0,3.0,31.0,29.7604267,-95.36980279999999
3588,hardware,1,1976,USA,5.0,125371133.0,1.0,10.0,32.7766642,-96.7969879
3589,software,1,2001,USA,5.0,125371133.0,1.0,1.0,34.0522342,-118.24368490000002
3590,other,2,2004,USA,5.0,125371133.0,1.0,2.0,38.95170529999999,-92.33407240000001
3592,other,2,1986,USA,5.0,125371133.0,1.0,1.0,47.6739881,-122.12151200000001
3593,software,1,2006,USA,5.0,125371133.0,1.0,3.0,40.800656700000005,-73.7284647
3595,other,1,2008,USA,5.0,125371133.0,1.0,2.0,39.8623103,-74.8057734
3597,consulting,1,2008,USA,5.0,125371133.0,1.0,3.0,40.7127753,-74.0059728
3610,other,1,2006,other,5.0,125371133.0,2.0,7.0,41.0082376,28.978358899999996
3616,software,1,2004,USA,5.0,125371133.0,1.0,6.0,38.933867600000006,-77.17726040000001
3618,software,4,2006,USA,6.0,36982000.0,4.0,21.0,40.7127753,-74.0059728
3626,search,1,2007,USA,5.0,125371133.0,1.0,2.0,33.7489954,-84.3879824
3628,other,1,2008,GBR,5.0,125371133.0,1.0,2.0,57.149717,-2.094278
3631,web,1,2008,other,5.0,125371133.0,1.0,2.0,38.722252399999995,-9.1393366
3633,games_video,1,1986,other,5.0,125371133.0,1.0,29.0,45.0703393,7.686864
3636,network_hosting,1,2008,DEU,5.0,125371133.0,1.0,1.0,54.3232927,10.1227651
3638,ecommerce,1,2007,other,5.0,125371133.0,1.0,4.0,50.8503463,4.3517211
3641,web,1,2006,USA,5.0,125371133.0,1.0,1.0,35.2270869,-80.8431267
3642,games_video,3,2008,CAN,5.0,125371133.0,1.0,1.0,49.282729100000005,-123.1207375
3643,web,1,2006,FRA,5.0,125371133.0,1.0,3.0,48.856614,2.3522218999999995
3647,web,1,2006,USA,5.0,125371133.0,2.0,2.0,41.8781136,-87.62979820000001
3657,other,1,2007,USA,5.0,125371133.0,1.0,4.0,44.97413,-93.50662170000001
3661,software,1,1993,USA,5.0,125371133.0,1.0,1.0,52.205337,0.12181700000000001
3666,other,1,2011,GBR,5.0,125371133.0,2.0,4.0,51.5073509,-0.12775830000000002
3673,web,1,2007,CAN,5.0,125371133.0,1.0,2.0,43.653226000000004,-79.3831843
3675,consulting,2,1993,USA,5.0,125371133.0,3.0,6.0,38.933867600000006,-77.17726040000001
3680,other,1,1989,USA,5.0,125371133.0,1.0,3.0,33.1031744,-96.6705503
3686,software,1,2007,USA,5.0,125371133.0,1.0,1.0,28.6988853,-81.30812259999999
3688,consulting,1,2006,USA,5.0,125371133.0,1.0,1.0,34.0522342,-118.24368490000002
3691,other,1,1901,USA,5.0,125371133.0,1.0,1.0,38.6270025,-90.1994042
3697,hardware,2,1996,USA,5.0,125371133.0,2.0,1.0,25.7616798,-80.1917902
3700,other,1,1998,USA,5.0,125371133.0,1.0,1.0,40.7127753,-74.0059728
3703,web,1,2007,USA,5.0,125371133.0,3.0,2.0,40.8257625,-96.6851982
3717,hardware,1,1994,USA,5.0,125371133.0,1.0,2.0,32.814017699999994,-96.9488945
3724,other,1,2010,USA,5.0,125371133.0,1.0,2.0,32.715738,-117.1610838
3727,mobile,1,2000,other,5.0,125371133.0,1.0,27.0,39.9041999,116.4073963
3730,public_relations,1,2011,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.12775830000000002
3732,other,1,2006,USA,5.0,125371133.0,1.0,1.0,25.7616798,-80.1917902
3741,software,1,2008,DEU,5.0,125371133.0,1.0,26.0,50.937531,6.9602786
3742,web,1,2008,USA,5.0,125371133.0,1.0,2.0,34.208254,-118.60586090000001
3745,software,2,1997,GBR,5.0,125371133.0,1.0,4.0,51.23622,-0.570409
3750,web,1,2000,USA,5.0,125371133.0,1.0,1.0,37.368829999999996,-122.03634960000001
3764,advertising,1,2009,USA,5.0,125371133.0,1.0,3.0,35.7795897,-78.6381787
3767,web,2,1999,USA,4.0,32000000.0,4.0,12.0,37.354107899999995,-121.9552356
3769,web,1,2008,FRA,5.0,125371133.0,1.0,2.0,48.856614,2.3522218999999995
3770,web,1,2002,ESP,5.0,125371133.0,1.0,1.0,41.4399149,1.8672008999999998
3777,other,1,2005,IRL,4.0,46500000.0,3.0,15.0,53.34980529999999,-6.2603097000000005
3783,web,1,2001,USA,5.0,125371133.0,1.0,2.0,47.6101497,-122.2015159
3784,web,2,2004,USA,5.0,125371133.0,1.0,3.0,40.7127753,-74.0059728
3787,web,1,2007,ISR,5.0,125371133.0,1.0,2.0,32.7940463,34.989571000000005
3791,public_relations,1,2007,USA,5.0,125371133.0,3.0,1.0,40.7127753,-74.0059728
3792,mobile,3,2007,USA,5.0,125371133.0,1.0,2.0,33.7489954,-84.3879824
3793,web,2,2008,GBR,5.0,125371133.0,2.0,2.0,51.5073509,-0.12775830000000002
3794,software,1,2005,other,5.0,125371133.0,1.0,1.0,45.2671352,19.8335496
3795,public_relations,1,1926,FRA,5.0,125371133.0,3.0,32.0,48.856614,2.3522218999999995
3798,other,1,2007,AUS,5.0,125371133.0,1.0,2.0,-33.8688197,151.2092955
3803,software,1,2004,USA,5.0,125371133.0,1.0,3.0,40.7127753,-74.0059728
3806,other,3,2003,USA,4.0,45000000.0,2.0,16.0,37.3860517,-122.08385109999999
3809,games_video,1,2006,USA,5.0,125371133.0,2.0,9.0,37.7749295,-122.4194155
3810,public_relations,1,2006,USA,5.0,125371133.0,1.0,6.0,41.8781136,-87.62979820000001
